236549435	611592431382899
36259658	611594504301148
44863608	611594523951829
59091478	611594528139734
210374588	611594684153887
89986295	611594719239778
367906742	611594838165085
499551240	611594966509149
442939024	611595000134824
131863498	611595304556604
378532171	611595474191832
1062301627	611595679450598
166119619	611595701915235
1369167678	611595847164206
1578253745	611596055337163
403508898	611596077866307
404349247	611596127273906
1678353000	611596149765456
43581098	611596195754424
1738091672	611596212941345
116984322	611596237007528
